id,title,artist,year,genre,style,master_id,release_country,labels,format,rating,have,want,url,image_url
17046777,The Shadow Of Their Suns,Wax Tailor,2021,Electronic,Downtempo,1914864,France,Lab'Oratoire,"LP, 45 RPM, Album",4.61,452,62,https://www.discogs.com/release/17046777-Wax-Tailor-The-Shadow-Of-Their-Suns,https://i.discogs.com/9BUTl04875n4_Jj765rdFD-9T-Fm4s9x40bEEH513wQ/rs:fit/g:sm/q:90/h:598/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE3MDQ2/Nzc3LTE2MTEzMjU5/NTMtNjYwOS5qcGVn.jpeg
7523998,Tales Of The Forgotten Melodies,Wax Tailor,2015,"Electronic, Hip Hop","Trip Hop, Downtempo",248143,France,"Lab'Oratoire, Le Plan","LP, Album, Reissue",4.74,950,464,https://www.discogs.com/release/7523998-Wax-Tailor-Tales-Of-The-Forgotten-Melodies,https://i.discogs.com/yDj1g_W5O8JGzXGde5tlP4LmneqBL_4HQXGpfbT2Zls/rs:fit/g:sm/q:90/h:500/w:500/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTc1MjM5/OTgtMTQ0MzI2OTE2/Ny00NDQ2LmpwZWc.jpeg
7524121,Hope & Sorrow,Wax Tailor,2015,"Electronic, Hip Hop","Downtempo, Hip Hop",309,France,"Lab'Oratoire, Le Plan","LP, Album, Reissue, Repress",4.18,548,174,https://www.discogs.com/release/7524121-Wax-Tailor-Hope-Sorrow,https://i.discogs.com/iodZKUDh06NfwnY6lczX3GqG5e2K8GuvnCv01oCaLBU/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTc1MjQx/MjEtMTQ0MzI2OTU1/MC00MzYzLmpwZWc.jpeg
4394262,The Golden Age,Woodkid,2013,Rock,N/A,533545,France,Labelgum,"LP, Album, Limited Edition",4.35,553,265,https://www.discogs.com/release/4394262-Woodkid-The-Golden-Age,https://i.discogs.com/FjyQaUHC8Uo8RX5MDcRIjd08n1tgiwRcLroO27-aWzs/rs:fit/g:sm/q:90/h:582/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTQzOTQy/NjItMTQ4MTAzNzA4/Ny0xMzQ3LmpwZWc.jpeg
94482,I've Got The Answer,Dee Nasty,2000,Electronic,House,N/A,France,Le Maquis,"12""",4.0,91,34,https://www.discogs.com/release/94482-Dee-Nasty-Red-One-4-Ive-Got-The-Answer,https://i.discogs.com/ZuyAScDEtPdszgWT7WkqlzAFVJ-Ni71Qhv2F7SLH870/rs:fit/g:sm/q:90/h:585/w:589/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTk0NDgy/LTE0MjA3NDczOTEt/MzA0MC5qcGVn.jpeg
12821971,In Human,Oktober Lieber,2018,Electronic,Darkwave,1456357,France,Le Turc Mecanique,"12"", Mini-Album, Limited Edition",4.86,74,37,https://www.discogs.com/release/12821971-Oktober-Lieber-In-Human,https://i.discogs.com/a7OVx9lAEXORYbZj0ipcLvwq5fa0SieSXzzU-hLpZxU/rs:fit/g:sm/q:90/h:594/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEyODIx/OTcxLTE1NDI2MTY3/ODgtNjY1Ny5qcGVn.jpeg
14121636,Little Robot,Amelie Lens,2019,Electronic,Techno,1718086,Belgium,Lenske Records,"12"", 33 ⅓ RPM, EP",4.26,621,320,https://www.discogs.com/release/14121636-Amelie-Lens-Little-Robot,https://i.discogs.com/8Y410FKZ-277T1eLPBSLUHaHFzSa1Y6JpSmzq_TjoHk/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE0MTIx/NjM2LTE1NjgyMzY3/MzEtNTY3Ni5qcGVn.jpeg
14312467,Rave Cycle EP,AIROD,2019,Electronic,"Acid, Techno",1718089,Belgium,Lenske Records,"12"", 33 ⅓ RPM, EP",4.45,377,293,https://www.discogs.com/release/14312467-AIROD-Rave-Cycle-EP,https://i.discogs.com/W5dWIbzVJSb094EmM0JXLA_jvqEsGWK2adsgHoY-HKY/rs:fit/g:sm/q:90/h:599/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE0MzEy/NDY3LTE1NzIwMTg0/NzEtOTM0MC5qcGVn.jpeg
485508,Untitled,Wee-Kids,2005,Electronic,Techno,N/A,France,Level 75,"12"", 45 RPM, 33 ⅓ RPM",4.09,126,91,https://www.discogs.com/release/485508-Wee-Kids-Untitled,https://i.discogs.com/V7z7j8x0yeDSnwWVNzWPRqFr5vDYfN-ofSls0BclS3k/rs:fit/g:sm/q:90/h:600/w:574/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTQ4NTUw/OC0xNTc3MTAzOTY2/LTg2MzIuanBlZw.jpeg
3095926,Canned Heat,Canned Heat,1968,"Rock, Blues",Blues Rock,234708,France,"Liberty, Liberty","LP, Album, Stereo",4.53,206,163,https://www.discogs.com/release/3095926-Canned-Heat-Canned-Heat,https://i.discogs.com/hCJSUTe7e31n72PjmwRbHZIDZX2VfAppgF8phEHPpiY/rs:fit/g:sm/q:90/h:600/w:596/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTMwOTU5/MjYtMTUwNDE3Nzc0/MC01NTA5LmpwZWc.jpeg
4909614,Searching For Sugar Man - Original Motion Picture Soundtrack,Sixto Rodriguez,2012,"Funk / Soul, Stage & Screen",Folk Rock,487302,Europe,"Light In The Attic, Legacy","LP, Compilation, Remastered",4.59,1681,471,https://www.discogs.com/release/4909614-Rodriguez-Searching-For-Sugar-Man-Original-Motion-Picture-Soundtrack,https://i.discogs.com/qtbCvF_my5PZ4byE2XH3bR3BC93bk4q47ZM7L9_Lyck/rs:fit/g:sm/q:90/h:600/w:598/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTQ5MDk2/MTQtMTUxNjU1MzA0/MS0yMDk4LmpwZWc.jpeg
770229,Touche D'Espoir,Assassin (2),2005,Hip Hop,Conscious,36442,France,Livin' Astro,"LP, Album, Reissue",4.39,343,132,https://www.discogs.com/release/770229-Assassin-2-Touche-DEspoir,https://i.discogs.com/RvEXYXY19IMT1E9soFTHUBDQ4Ssq0DzOfBRoAwbb-1M/rs:fit/g:sm/q:90/h:300/w:300/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTc3MDIy/OS0xMzAyMDI2MzUz/LmpwZWc.jpeg
1364381,Smalltown Boy,Bronski Beat,1984,Electronic,"Synth-pop, Disco",33841,France,London Records,"12"", Maxi-Single, 45 RPM",4.42,1269,537,https://www.discogs.com/release/1364381-Bronski-Beat-Smalltown-Boy,https://i.discogs.com/6M2i5YrthPVoy0qRSWRiv7PpcccgvFaB_ASaw2jzmzI/rs:fit/g:sm/q:90/h:595/w:594/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEzNjQz/ODEtMTI0MDg0Nzg3/OC5qcGVn.jpeg
461089,Version 1,Boost (2),1998,Electronic,"Hard Techno, Freetekno, Acid, Hardcore",N/A,France,Loudspeaker Records,"12"", 33 ⅓ RPM",4.35,98,170,https://www.discogs.com/release/461089-Boost-2-Version-1,https://i.discogs.com/RYCdey7T0xRDr-Ms-rY6NE17moQMuJQ69wSJ57S97kE/rs:fit/g:sm/q:90/h:508/w:513/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTQ2MTA4/OS0xMTczNzAxMTY3/LmpwZWc.jpeg
16831449,Time For A Rethink,Serpent (24),2020,Rock,"Post-Punk, Indie Rock",N/A,France,LOWMAX,"12"", 33 ⅓ RPM, EP",5.0,73,9,https://www.discogs.com/release/16831449-Serpent-24-Time-For-A-Rethink,https://i.discogs.com/Gpg7A0aFTh6ZlIFL63m-LYT02UW4dQy6OW9Rk5krlbU/rs:fit/g:sm/q:90/h:594/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE2ODMx/NDQ5LTE2MTAxMDAz/NzMtMTMxMy5qcGVn.jpeg
1873643,All Nite,Knee Deep,2009,Electronic,"House, Tech House",1007342,Germany,Luxury House,"12"", 33 ⅓ RPM, 45 RPM",4.44,38,23,https://www.discogs.com/release/1873643-Kneedeep-All-Nite,https://i.discogs.com/c2m0HOOMfwnV02c33yLdNqKEeKMe-i3LYchwJ67KjkM/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE4NzM2/NDMtMTUzMzYzNzE3/MS02NDE5LmpwZWc.jpeg
6270400,Cerrone 3 - Supernature,Cerrone,2014,Electronic,Disco,11477,France,"Malligator, Because Music","LP, Album, Album, Reissue, Remastered",4.61,1284,534,https://www.discogs.com/release/6270400-Cerrone-Cerrone-3-Supernature,https://i.discogs.com/S_qO-UDj2mhkpgz76nW5xONuINX2RsbwjK_UtJIELSQ/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTYyNzA0/MDAtMTQxNTI0NjI0/MC0yMzQ3LmpwZWc.jpeg
2068953,Pulp Fiction (Music From The Motion Picture),Various,2008,"Rock, Funk / Soul, Non-Music, Stage & Screen","Surf, Rock & Roll, Dialogue, Soul, Soundtrack, Funk",17468,Europe,MCA Records,"LP, Compilation, Reissue, Remastered",4.52,18277,3704,https://www.discogs.com/release/2068953-Various-Pulp-Fiction-Music-From-The-Motion-Picture,https://i.discogs.com/bMEU1aKZsTrPRzJ9FkWvBE18G_AuN21CmAt8jjtJLdY/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTIwNjg5/NTMtMTY0MTA1OTc5/MC00MDAzLmpwZWc.jpeg
1692223,Louis And The Good Book,Louis Armstrong,0,Jazz,"Gospel, Swing",146019,France,MCA Records,"LP, Album, Reissue",4.29,259,35,https://www.discogs.com/release/1692223-Louis-Armstrong-With-The-Sy-Oliver-Choir-And-The-All-Stars-Louis-And-The-Good-Book,https://i.discogs.com/8Ntq4MnDydGmDT9kaGlfTHRquU4s-JIeXnckZiHkino/rs:fit/g:sm/q:90/h:593/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE2OTIy/MjMtMTcyMTM1OTA5/MS01MjI4LmpwZWc.jpeg
1050435,Shine On Me,One Way,1983,"Electronic, Funk / Soul","Boogie, Funk, Soul, Disco",442087,US,MCA Records,"LP, Album",4.35,1033,419,https://www.discogs.com/release/1050435-One-Way-Shine-On-Me,https://i.discogs.com/eLdGHSlgm4ltDqZQNFhmkjKSmzHO03osuICjp2kKZG4/rs:fit/g:sm/q:90/h:594/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEwNTA0/MzUtMTU1NDA3MTI1/NC01ODcxLmpwZWc.jpeg
727924,Easy Rider - Songs As Performed In The Motion Picture,Various,1984,"Rock, Stage & Screen","Soundtrack, Psychedelic Rock, Classic Rock",25164,Europe,"MCA Records, MCA Records","LP, Compilation, Reissue",4.17,1295,100,https://www.discogs.com/release/727924-Various-Easy-Rider-Songs-As-Performed-In-The-Motion-Picture,https://i.discogs.com/YX-2c5FArEpS2E7nIIKtlB1BUEoFUvfDOC_HWn2bGjs/rs:fit/g:sm/q:90/h:596/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTcyNzky/NC0xNjE2MzE5MzE1/LTE1MjUuanBlZw.jpeg
237632,Switch / Motion_Sickness,J.S.Zeiter,2004,Electronic,"Techno, Tech House",679291,UK,MCMLXV,"12"", 33 ⅓ RPM",4.5,247,408,https://www.discogs.com/release/237632-JSZeiter-Switch-Motion_Sickness,https://i.discogs.com/TBQHPN6xrU3An9D0ziSW7D9AXrpDzcAK60hI8_9sKkg/rs:fit/g:sm/q:90/h:400/w:400/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTIzNzYz/Mi0xMDgyNzk3MzQ1/LmpwZw.jpeg
9764915,Dusty - The Silver Collection,Dusty Springfield,2017,Pop,"Pop Rock, Soul, Easy Listening",170802,Europe,Mercury,"LP, Compilation, Reissue, Remastered",4.65,542,64,https://www.discogs.com/release/9764915-Dusty-Springfield-Dusty-The-Silver-Collection,https://i.discogs.com/KVUEkSAkGj3GgD49hf6cNMbzl_6s2TyMiUiXTSh4zkk/rs:fit/g:sm/q:90/h:280/w:280/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTk3NjQ5/MTUtMTQ4NjAwMjky/OC04MDg4LmpwZWc.jpeg
1900270,Greyhound Bus / War Paint,Gregg Diamond,1979,"Electronic, Funk / Soul",Disco,N/A,France,Mercury,"12"", 45 RPM, Promo",4.0,12,15,https://www.discogs.com/release/1900270-Gregg-Diamond-Greyhound-Bus-War-Paint,https://i.discogs.com/Xr2mbQQWdr5Q8EmF57DK1PAyA6VTKpXoLTRCh7VpE0w/rs:fit/g:sm/q:90/h:194/w:308/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE5MDAy/NzAtMTI1MTE5NDAy/My5qcGVn.jpeg
1307099,The Groove Machine / The Boogie Train,Hamilton Bohannon,1979,Funk / Soul,"Funk, Disco",205707,US,Mercury,"12"", 33 ⅓ RPM, Promo, Stereo",4.52,134,160,https://www.discogs.com/release/1307099-Bohannon-The-Groove-Machine-The-Boogie-Train,https://i.discogs.com/IKjVUoC74-p_YJxSbp1XlWEBvS8c1wqkOuy4uTaIaGU/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEzMDcw/OTktMTIwODMwNDU4/MS5qcGVn.jpeg
9194949,Bonnie And Clyde,Brigitte Bardot,2016,"Pop, Stage & Screen","Soundtrack, Chanson",205164,Europe,"Mercury Music Group, Universal Music Group","LP, Compilation, Reissue, Remastered",4.5,2020,399,https://www.discogs.com/release/9194949-Brigitte-Bardot-Et-Serge-Gainsbourg-Bonnie-And-Clyde,https://i.discogs.com/LYaRCN7eaX3IPZayBSrzocX2hU5t4SYbcNcRu6ryeuw/rs:fit/g:sm/q:90/h:500/w:500/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTkxOTQ5/NDktMTQ3NjQ1NTk5/MC0xODE3LmpwZWc.jpeg
6917275,What's It Gonna Be,Dusty Springfield,2015,"Funk / Soul, Pop","Vocal, Soul",N/A,UK,"Mercury, Mercury","7"", 45 RPM, Record Store Day, Single, Limited Edition",4.6,399,226,https://www.discogs.com/release/6917275-Dusty-Springfield-Whats-It-Gonna-Be,https://i.discogs.com/0yqx0DhOjJiLm7Wm71oeUncAj_v1VKBlg8ETzsxkcQM/rs:fit/g:sm/q:90/h:600/w:597/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTY5MTcy/NzUtMTQyOTcyNTg3/My03NTc0LmpwZWc.jpeg
195152,Aux Armes Et Cætera,Serge Gainsbourg,2003,"Rock, Reggae","Downtempo, Dub, Ska",4955,France,"Mercury, Philips","LP, Album, Mixed",4.44,553,232,https://www.discogs.com/release/195152-Gainsbourg-Aux-Armes-Et-Cætera,https://i.discogs.com/XD7bqysXlBNWWCXlC1V4XrpQczbUo6D5oPYLxzeklXY/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE5NTE1/Mi0xNDg0NDE2Nzk4/LTQ3NTQuanBlZw.jpeg
6343443,The Big Lebowski - Original Motion Picture Soundtrack,Various,2014,"Electronic, Jazz, Rock, Pop, Classical, Folk, World, & Country, Stage & Screen","Soundtrack, Breakbeat, Vocal, Ballad, Country",32900,US,"Mercury, UMe","LP, Compilation, Reissue",4.28,2316,449,https://www.discogs.com/release/6343443-Various-The-Big-Lebowski-Original-Motion-Picture-Soundtrack,https://i.discogs.com/TNIuZbjKC94LK3ZWXKXAoYb_BXFy8Kl9YXE5oALg9UI/rs:fit/g:sm/q:90/h:400/w:400/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTYzNDM0/NDMtMTQxNjkzMDQ4/Mi04NjA0LmpwZWc.jpeg
2702574,Get Down On It (Eiffel 65 Remix),Kool & The Gang,2000,"Electronic, Funk / Soul",Italodance,584363,Europe,"Mercury, Universal","12"", 33 ⅓ RPM, Maxi-Single",4.32,169,80,https://www.discogs.com/release/2702574-Kool-The-Gang-Get-Down-On-It-Eiffel-65-Remix,https://i.discogs.com/nTv2MSU97CuuI9GwgYJP4Lk2tdfGx0BVuTxe-w5L6TI/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI3MDI1/NzQtMTUyMjc0NTc0/Ni02MjkxLmpwZWc.jpeg
3265755,Aux Armes Et Cætera (Versions Dub),Serge Gainsbourg,2008,Reggae,Dub,4955,France,"Mercury, Universal Music France","LP, Album, Reissue",4.61,295,240,https://www.discogs.com/release/3265755-Serge-Gainsbourg-Aux-Armes-Et-Cætera-Versions-Dub,https://i.discogs.com/OY81Lg92lR2TxWRqohFt7KLqjXbp-rhlrBIlzkZXp0s/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTMyNjU3/NTUtMTMyMzAyNjg0/My5qcGVn.jpeg
14321474,Le Début: Le Bois,Tonn3rr3,2019,Electronic,"Tribal House, Deep Techno, Techno",N/A,France,"Metadrone Records, Hydropathes Records","12"", 45 RPM, EP",5.0,14,3,https://www.discogs.com/release/14321474-Tonn3rr3-Le-Début-Le-Bois,https://i.discogs.com/X1g8HpnkW0DR4pxekVjMUffYa1gcVzVe7TRCKI2JmnE/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE0MzIx/NDc0LTE1NzIxODk2/NTMtNDM1NC5qcGVn.jpeg
8775291,Noise Is Coming EP,Various,2016,Electronic,Hardcore,1028937,France,"Metal Plus Metal, Metal Plus Metal","12"", 33 ⅓ RPM, EP",4.4,108,53,https://www.discogs.com/release/8775291-Various-Noise-Is-Coming-EP,https://i.discogs.com/4hXDPVP00AFwybkbUkP_zBzBbloq524YPfhYn-t8nKA/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTg3NzUy/OTEtMTQ2ODUxMzk5/Mi0yODEwLmpwZWc.jpeg
1404981,Overdose United Part 1,Micropoint,2008,Electronic,Hardcore,387724,France,Micropoint Records,"LP, Album",3.62,312,194,https://www.discogs.com/release/1404981-Micropoint-Overdose-United-Part-1,https://i.discogs.com/CJTp1KgAavNsStWciu4nwZQ-C8lBfW8i8TuRsyfWdNA/rs:fit/g:sm/q:90/h:588/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE0MDQ5/ODEtMTIxODQ0NDE1/MC5qcGVn.jpeg
935775,Silver Convention,Silver Convention,1976,Funk / Soul,Disco,119205,US,Midland International,"LP, Album",3.95,2487,119,https://www.discogs.com/release/935775-Silver-Convention-Silver-Convention,https://i.discogs.com/qJQ1Pr8Cn8O6hGSAV8wcoE2tSV8UbHAS_FizqOSPmJ8/rs:fit/g:sm/q:90/h:598/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTkzNTc3/NS0xNTU4MTIwMDMz/LTIwNTQuanBlZw.jpeg
502431,March Of Death / Karmacoma,DJ Shadow,2005,Hip Hop,N/A,N/A,UK,Mo Wax (2),"12"", Unofficial Release",4.0,214,100,https://www.discogs.com/release/502431-DJ-Shadow-March-Of-Death-Karmacoma,https://i.discogs.com/jiXd30gob1UAABlmyTdZ1zwSrjXoIkGc6hf4HBNP5Cw/rs:fit/g:sm/q:90/h:550/w:546/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTUwMjQz/MS0xNjg1NTM3MzM3/LTU0MjIuanBlZw.jpeg
3244766,Endtroducing...,DJ Shadow,2011,"Electronic, Hip Hop","Instrumental, Cut-up/DJ, Downtempo, Trip Hop",15313,UK & Europe,"Mo Wax, Island Records, Universal Music Group International","LP, Album, Reissue",4.56,10107,2702,https://www.discogs.com/release/3244766-DJ-Shadow-Endtroducing,https://i.discogs.com/In_FOGFVRYBfLnZFYTbNf9Ap_RfwTqdvpeQDWrS6Yps/rs:fit/g:sm/q:90/h:598/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTMyNDQ3/NjYtMTQ1MzYzNzQ5/OS03NDg1LmpwZWc.jpeg
9021527,Timeless / Come To Me,Superlover,2016,Electronic,"House, Tech House, Nu-Disco",N/A,Germany,Mother (3),"12"", 33 ⅓ RPM",4.7,148,102,https://www.discogs.com/release/9021527-Superlover-Martin-Waslewski-Timeless-Come-To-Me,https://i.discogs.com/L84yQ2T2tUgWfFKTUMv3bHxI87wTKOEBFnjW3vVnBBQ/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTkwMjE1/MjctMTcwMDY1NjIz/Ni0xOTIzLnBuZw.jpeg
1886132,Caught In The Act,Commodores,1975,Funk / Soul,"Funk, Soul",84585,US,Motown,"LP, Album",3.99,1567,333,https://www.discogs.com/release/1886132-Commodores-Caught-In-The-Act,https://i.discogs.com/xKMfNUvQROk8OSQnf6jkjQGmHrctJB18545Qx1ylaC4/rs:fit/g:sm/q:90/h:500/w:500/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE4ODYx/MzItMTI1MDEzMzc2/MC5qcGVn.jpeg
7393239,Village People,Village People,1980,"Electronic, Pop",Disco,N/A,France,Music For Pleasure,"LP, Album, Reissue, Stereo, Compilation",4.0,97,17,https://www.discogs.com/release/7393239-Village-People-Village-People,https://i.discogs.com/4alfHwnXTxXavclalfvi-16n4TcfxB4nDUeIEpDqaiw/rs:fit/g:sm/q:90/h:600/w:594/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTczOTMy/MzktMTU4NDQ1MTU4/NS05NDk0LmpwZWc.jpeg
2055961,Selections From Swan Lake,Pyotr Ilyich Tchaikovsky,0,Classical,Romantic,520284,UK,Music For Pleasure,"LP, Mono",3.71,228,6,https://www.discogs.com/release/2055961-Tchaikovsky-Ballet-Theatre-Orchestra-Joseph-Levine-Selections-From-Swan-Lake,https://i.discogs.com/yTEz8E7ykP-_1e2IcU6j7Mf9Fet8qsVk3BXNzSc2lmw/rs:fit/g:sm/q:90/h:597/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTIwNTU5/NjEtMTQyNDg3MTQ0/OC02MzAzLmpwZWc.jpeg
224503,Exhibitionist EP,Jeff Mills,2004,Electronic,Techno,122077,Belgium,Music Man Records,"12"", EP",4.21,413,211,https://www.discogs.com/release/224503-Jeff-Mills-Exhibitionist-EP,https://i.discogs.com/_WWD7I0fWHMgdZK2sqS2jJ8tIY5rZ4FRpFEkkwwCh4w/rs:fit/g:sm/q:90/h:600/w:594/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTIyNDUw/My0xNjM2MzcwOTMx/LTc0MDcuanBlZw.jpeg
7717333,The Same Song,Israel Vibration,2015,Reggae,Roots Reggae,139877,Netherlands,Music On Vinyl,"LP, Album, Reissue, Remastered",4.59,640,247,https://www.discogs.com/release/7717333-Israel-Vibration-The-Same-Song,https://i.discogs.com/vmzMqSW34IcoG1OvjLsuOd0k3Ow1cIRCxL0TLOblWps/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTc3MTcz/MzMtMTQ4MTIxMzk3/MS03NTE5LmpwZWc.jpeg
3146613,Always Outnumbered Never Outgunned,The Prodigy,2011,Electronic,"Breakbeat, Electro, Big Beat",11807,Europe,Music On Vinyl,"LP, Album, Reissue",4.53,609,936,https://www.discogs.com/release/3146613-The-Prodigy-Always-Outnumbered-Never-Outgunned,https://i.discogs.com/Oi8Y5j6OEX3KTbt0KUdEPVIa0s8XZleT4tKJ6BOo6LY/rs:fit/g:sm/q:90/h:597/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTMxNDY2/MTMtMTQ4NDcwMjEz/Mi0xMTAzLmpwZWc.jpeg
9353373,Nastradamus,Nas,2016,Hip Hop,N/A,20223,Netherlands,"Music On Vinyl, Columbia","LP, Album, Reissue",4.26,280,182,https://www.discogs.com/release/9353373-Nas-Nastradamus,https://i.discogs.com/h9_SoJDkdZI2nkgeU1uxnBIty18vHgDGgUuSzOpajns/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTkzNTMz/NzMtMTQ3OTEyMTE1/Ni0yOTYwLmpwZWc.jpeg
7753999,The Infamous,Mobb Deep,2015,Hip Hop,"Hardcore Hip-Hop, Boom Bap, Gangsta",46381,Europe,"Music On Vinyl, Loud Records, RCA, Sony Music","LP, Album, Reissue",4.8,11055,3650,https://www.discogs.com/release/7753999-Mobb-Deep-The-Infamous,https://i.discogs.com/_KEoMSjeQZyPbEHdt7hNO1eTvooQGNEs4oqlqbZl94A/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTc3NTM5/OTktMTQ0ODA5Mjg5/Ni04ODI3LmpwZWc.jpeg
5835870,In Concert - Emergency Ward!,Nina Simone,2014,"Jazz, Funk / Soul","Soul-Jazz, Gospel",223726,Europe,"Music On Vinyl, RCA Victor","LP, Album, Reissue, Stereo",4.32,270,114,https://www.discogs.com/release/5835870-Nina-Simone-In-Concert-Emergency-Ward,https://i.discogs.com/KHS0ryXshgjK_nYEsYu2gsL2OsPmwJgUNyUfKl6mLH4/rs:fit/g:sm/q:90/h:593/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTU4MzU4/NzAtMTQwNDA0MzU4/OC01MTM5LmpwZWc.jpeg
6824166,Enter The Wu-Tang (36 Chambers),Wu-Tang Clan,2015,Hip Hop,"Hardcore Hip-Hop, Boom Bap",25303,Europe,"Music On Vinyl, RCA, Loud Records","LP, Album, Limited Edition, Numbered, Reissue",4.69,987,1518,https://www.discogs.com/release/6824166-Wu-Tang-Clan-Enter-The-Wu-Tang-36-Chambers,https://i.discogs.com/45eIGg0ZbxzuaZyAhPMubhGSjKJXgC-emJn0gFYm2Mk/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTY4MjQx/NjYtMTQzMDU5Mjk4/Ny0zNDk0LmpwZWc.jpeg
